6.096695556136849659e-01 1.586343427981315723e-01 2.088202055108570321e-01 2.287589607732643665e-02
6.320239844791530892e-01 1.671741704590908317e-01 1.528295449775345927e-01 4.797230008422173619e-02
5.442052072022466325e-01 1.333465226725418229e-01 2.531773228292814593e-01 6.927094729593016864e-02
6.266902012631232477e-01 1.511510199120904840e-01 1.872668059606116264e-01 3.489197286417473898e-02
5.412163492778996332e-01 1.227944856694040687e-01 3.078167008456567655e-01 2.817246420703942156e-02
6.215898591484195768e-01 1.083526395559571281e-01 2.377649530362480890e-01 3.229254825937512979e-02
5.570161328744155371e-01 1.217970618210225120e-01 2.815045706049306151e-01 3.968223469963141903e-02
5.688303640278760120e-01 1.528575666213585205e-01 2.288848291528318701e-01 4.942724019793374307e-02
6.039951988425285023e-01 1.152845701875897105e-01 2.222486227005007198e-01 5.847160826938115757e-02
6.073495998997286982e-01 1.184382400924834100e-01 2.221939011070536985e-01 5.201825890073419334e-02
5.374205764175125077e-01 1.644801388461874792e-01 2.632915576929807377e-01 3.480772704331932393e-02
6.046673220619321887e-01 1.640612484799191806e-01 1.788419379764512318e-01 5.242949148169728790e-02
5.914902797132286505e-01 1.048963678407702632e-01 2.750499271853115713e-01 2.856342526068966423e-02
5.553285320914157497e-01 1.440982758126188590e-01 2.651662847971857362e-01 3.540690729877973147e-02
5.816391090406886066e-01 1.037109738064549563e-01 2.441762937525993882e-01 7.047362340025724314e-02
6.450929410668421182e-01 9.829646591351279272e-02 2.274108926002705311e-01 2.919970041937435673e-02
6.093149663552668294e-01 1.259136033673915467e-01 1.809452386128504175e-01 8.382619166449124803e-02
5.929378889008903863e-01 1.315594554963218088e-01 2.244306278265993659e-01 5.107202777618842504e-02
5.630085916420439762e-01 1.847036616014083865e-01 2.110231156829341648e-01 4.126463107361349331e-02
5.779967728375124958e-01 1.458508953041211254e-01 2.386722182849775609e-01 3.748011357338883187e-02
5.621471930106598514e-01 1.722302053627292606e-01 2.204020935843479800e-01 4.522050804226294268e-02
5.943568191574321036e-01 1.237193283752228978e-01 2.157817608696734613e-01 6.614209159767160673e-02
5.522509495877540031e-01 1.391505253479342341e-01 2.520701054989622492e-01 5.652841956534938872e-02
5.947838223247500222e-01 1.351374309610468560e-01 2.165458085779218833e-01 5.353293813628123149e-02
6.196244555551242428e-01 1.048504912427886127e-01 2.319686768666509025e-01 4.355637633543622128e-02
5.575637143926919226e-01 1.410521240943753696e-01 2.208336908163917034e-01 8.055047069654097669e-02
5.282289492700471545e-01 1.761429882758815402e-01 2.258020817215752041e-01 6.982598073249611514e-02
6.217432958376938323e-01 1.312320392719042439e-01 2.182100460779867190e-01 2.881461881241523942e-02
5.809808960870137540e-01 1.268776485672715171e-01 2.204393973992521405e-01 7.170205794646261621e-02
5.480163455623192625e-01 1.491664337567357446e-01 2.631733951272818839e-01 3.964382555366312982e-02
5.894929976341515276e-01 1.488885542055199129e-01 2.313600508675991152e-01 3.025839729272946504e-02
6.115418632846452152e-01 9.338140823935087154e-02 2.423907851281133508e-01 5.268594334789056255e-02
6.553935496743439337e-01 1.166755579762336348e-01 1.927107995278154462e-01 3.522009282160704774e-02
5.491594256447349665e-01 1.443790499486685419e-01 2.605727489140642894e-01 4.588877549253208427e-02
5.402135882436260861e-01 1.416929899759500344e-01 2.705772196948528774e-01 4.751620208557091884e-02
6.174415255887080178e-01 9.232566271959051496e-02 2.411914590101692790e-01 4.904135268153219512e-02
5.823073764563732047e-01 1.367679421892617764e-01 2.382458971510738044e-01 4.267878420329144357e-02
6.048690896153444685e-01 1.638722378973942739e-01 1.855430641812021719e-01 4.571560830605918280e-02
5.190775687824166207e-01 1.571763911763705834e-01 2.796082649014815513e-01 4.413777513973135558e-02
5.474290422178659243e-01 1.799210685426555767e-01 2.407451773258882932e-01 3.190471191359020575e-02
6.224103741632773801e-01 1.195941250140295092e-01 2.291129643778870018e-01 2.888253644480617832e-02
6.090073357123908515e-01 1.234793987041959418e-01 1.906538980979275710e-01 7.685936748548569120e-02
5.900027825817921734e-01 1.217008633766062942e-01 2.556007595124958343e-01 3.269559452910577452e-02
5.740425059458791335e-01 1.363835529528638624e-01 2.394110545086854669e-01 5.016288659257159971e-02
6.470293888039634345e-01 1.293303336194145114e-01 1.881813719031009413e-01 3.545890567352116829e-02
6.490924875598752530e-01 8.814997930550538818e-02 2.137548084307568097e-01 4.900272470386256296e-02
5.483123724184999492e-01 1.552696367297536906e-01 2.447732048453375164e-01 5.164478600640889233e-02
5.258368096284358195e-01 1.530781454040514578e-01 3.027687745815948461e-01 1.831627038591776557e-02
5.619735936903106355e-01 1.566638735404348726e-01 2.178829927601931560e-01 6.347954000906134986e-02
6.197641200543670958e-01 1.001019092712369385e-01 2.527265852073983798e-01 2.740738546699750255e-02
5.122763831464596240e-01 1.425129160689952157e-01 2.820918200257216402e-01 6.311888075882356175e-02
5.597652005489633931e-01 1.116558000507479609e-01 2.681473582638640996e-01 6.043164113642460200e-02
5.900646597704899410e-01 1.610477222835778321e-01 2.078602952325534492e-01 4.102732271337881237e-02
5.646986548202433953e-01 1.076381394004533865e-01 2.747020384959293349e-01 5.296116728337400825e-02
5.749765471936927330e-01 1.580474699706279351e-01 2.156352946277526883e-01 5.134068820792659499e-02
5.943556196190372676e-01 1.293894018861369288e-01 2.229590811519142901e-01 5.329589734291152042e-02
6.251381239242876919e-01 9.631719657730845874e-02 2.345444735849732121e-01 4.400020591343079684e-02
5.411532636605244084e-01 1.160565725052243036e-01 2.962206598780928180e-01 4.656950395615835209e-02
5.075511757212063380e-01 1.892397628593762426e-01 2.700321999670308171e-01 3.317686145238647744e-02
6.122295521508051008e-01 1.374093499474780267e-01 2.023715610821460453e-01 4.798953681957071615e-02
5.148074996082521171e-01 1.474039927189105259e-01 2.744764360646089196e-01 6.331207160822836799e-02
5.300411977788795914e-01 1.325924017877090910e-01 2.840123094173106488e-01 5.335409101610068261e-02
5.319721213952101069e-01 1.522083616434999620e-01 2.717915056031897647e-01 4.402801135810022887e-02
5.693266666273872900e-01 1.486377354382696359e-01 2.260166241324410019e-01 5.601897380190225262e-02
5.775591424133562635e-01 1.365733573284164115e-01 2.145102148379867402e-01 7.135728542024072363e-02
5.964533725090387373e-01 1.031511007764608773e-01 2.693507765238581375e-01 3.104475019064222366e-02
5.733699303470582986e-01 1.068314198479985988e-01 2.780784080644758682e-01 4.172024174046729678e-02
5.790198136723847533e-01 1.448522198054150445e-01 2.256471502402429274e-01 5.048081628195725395e-02
5.670727693761344890e-01 1.644877105765075731e-01 2.128225402745038131e-01 5.561697977285404854e-02
5.602787162918095865e-01 1.259293564947945310e-01 2.453223707751772398e-01 6.846955643821855952e-02
5.875044294493164676e-01 1.428995148244919522e-01 2.260994437224139730e-01 4.349661200377745451e-02
5.205439746135263057e-01 1.753862383138395931e-01 2.670070988086493680e-01 3.706268826398477489e-02
6.002857031246219277e-01 1.159701344392066041e-01 2.516718171933461923e-01 3.207234524282507465e-02
5.899951347437236704e-01 1.160155016071927198e-01 2.571688829374908503e-01 3.682048071159280123e-02
6.185503657301869573e-01 1.240398321875096216e-01 2.054203230241840872e-01 5.198947905811933390e-02
5.456051339246356102e-01 1.772538197633543866e-01 2.410207338787812570e-01 3.612031243322874619e-02
5.815699824900487647e-01 1.398715091864380922e-01 2.175684053388268757e-01 6.099010298468644092e-02
6.112706739858031479e-01 1.282671041168828852e-01 2.145927818240263574e-01 4.586944007328758871e-02
5.327530593647867851e-01 1.422110472398899761e-01 2.742736482435825240e-01 5.076224515174054819e-02
5.996739089095918240e-01 1.154564868702902952e-01 2.359407928704444213e-01 4.892881134967359824e-02
5.677377422029591392e-01 1.336623744679331649e-01 2.540878085721662849e-01 4.451207475694129306e-02
5.597084553290189168e-01 1.304029391982862718e-01 2.717991725371973200e-01 3.808943293549747061e-02
5.956686101694148583e-01 1.196202152156286974e-01 2.619223544775285961e-01 2.278882013742795226e-02
5.592131081924932579e-01 1.476762588988230485e-01 2.223469760100778292e-01 7.076365689860596164e-02
5.441730760480427698e-01 1.722464321772522733e-01 2.382631524974416215e-01 4.531733927726331462e-02
5.740756253839961465e-01 9.756193809063561095e-02 2.743264742138759038e-01 5.403596231149238038e-02
5.821062456416995490e-01 1.228943824139468455e-01 2.577449421310150646e-01 3.725442981333858955e-02
6.581378530250391323e-01 9.586069157544904740e-02 2.026573363619343371e-01 4.334411903757749707e-02
5.742221895396816267e-01 1.323899845425503818e-01 2.408023048768017371e-01 5.258552104096629598e-02
5.903553398067522551e-01 1.674511570092444002e-01 2.070322622188942030e-01 3.516124096510899605e-02
5.916743442617758975e-01 9.018166338206104471e-02 2.634217052031373463e-01 5.472228715302570462e-02
6.216770954478574307e-01 1.214566998986222057e-01 2.118981590516973712e-01 4.496804560182295074e-02
5.261299767073688294e-01 9.715743623428832465e-02 2.657815289980776097e-01 1.109310580602652363e-01
5.966248504726747726e-01 1.315836754759274474e-01 2.165903391219376750e-01 5.520113492945998013e-02
5.965099456244895570e-01 9.593971982280030675e-02 2.706433820709128191e-01 3.690695248179736571e-02
5.647203073798231499e-01 1.314218804423404885e-01 2.571751294954968681e-01 4.668268268233944501e-02
5.560501591448823167e-01 1.585578165425875485e-01 2.330474163977180047e-01 5.234460791481210240e-02
5.678590030497179253e-01 1.288934813498491538e-01 2.569823472612001170e-01 4.626516833923279004e-02
5.695377100949952087e-01 1.257617552489636026e-01 2.615185026081323083e-01 4.318203204790858896e-02
6.379139679876928426e-01 1.222681188593372215e-01 2.180860383572434114e-01 2.173187479572651418e-02
5.416788058091467351e-01 1.218469701919311088e-01 2.910563740092678708e-01 4.541784998965443798e-02
6.178593042069989716e-01 1.425096168200717106e-01 2.128516210516443741e-01 2.677945792128479802e-02
6.074694023527970055e-01 1.357222660260336833e-01 2.197837735525666192e-01 3.702455806860262960e-02
5.740543499048589293e-01 1.598149882904540131e-01 2.307104722935725272e-01 3.542018951111475245e-02
5.855598394682833829e-01 1.344716160181804177e-01 2.332736890018643205e-01 4.669485551167170539e-02
6.104065578546554738e-01 1.343182348801025272e-01 2.137893256796268848e-01 4.148588158561503786e-02
5.312933103033256055e-01 1.552713358431049573e-01 2.425501623388301442e-01 7.088519151473936242e-02
5.214458883156197766e-01 1.691338365641198160e-01 2.655812375543195047e-01 4.383903756594081241e-02
5.827841680894049192e-01 1.272912495559425095e-01 2.061957006389314173e-01 8.372888171572111238e-02
5.966250256076462977e-01 1.280642553385548388e-01 2.383017968304992351e-01 3.700892222329944803e-02
5.810095237007191216e-01 1.543233142514241485e-01 2.337474545853574226e-01 3.091970746249942878e-02
5.304048468578267395e-01 1.693940732829626594e-01 2.636012096116233661e-01 3.659987024758737384e-02
6.262105141244416195e-01 1.175984308743384110e-01 2.091712856831708656e-01 4.701976931804915244e-02
6.121595085926097024e-01 1.130153787727937731e-01 2.541831153207277927e-01 2.064199731386865896e-02
5.581410513701590137e-01 1.389665137529960681e-01 2.693282400730772630e-01 3.356419480376755110e-02
5.969813287167021754e-01 1.479880052258978340e-01 2.222044644182784301e-01 3.282620163912152583e-02
5.943703351096261134e-01 1.765638784285465113e-01 1.676198838020113990e-01 6.144590265981595550e-02
5.833123803013803288e-01 1.010695153236463861e-01 2.841571313801891652e-01 3.146097299478418235e-02
5.708125615110342110e-01 1.486887602391195606e-01 1.998801920453548431e-01 8.061848620449132974e-02
5.811129610292459224e-01 1.328013087561882855e-01 2.319849942604226556e-01 5.410073595414320591e-02
5.862175555048266817e-01 1.382953009691890445e-01 2.326249705854084859e-01 4.286217294057591970e-02
6.183567233575222311e-01 1.157844367104459427e-01 2.209937177941612985e-01 4.486512213787041681e-02
5.512601906755703052e-01 1.336053415126906285e-01 2.763106308229551500e-01 3.882383698878382611e-02
5.876222347692559023e-01 1.251125944725859918e-01 2.414898535074103958e-01 4.577531725074771712e-02
6.128412971925810693e-01 1.271189747855111796e-01 1.926715483123448702e-01 6.736817970956274215e-02
6.128559152345294248e-01 1.244025159970623684e-01 2.192164227021156375e-01 4.352514606629253463e-02
6.052346569195876658e-01 1.486867175784626072e-01 2.065319411839759700e-01 3.954668431797370154e-02
5.324503111473544159e-01 1.705742609617288130e-01 2.251061475427738323e-01 7.186928034814300814e-02
5.678591783418104333e-01 1.541637569897862936e-01 2.169539604885251383e-01 6.102310417987809321e-02
5.528846998316636618e-01 1.439690956484847573e-01 2.133702113030870040e-01 8.977599321676446587e-02
5.985490006600799884e-01 1.488272255036616754e-01 2.236363955562873096e-01 2.898737827997107872e-02
5.770100430912924461e-01 1.300261110234247619e-01 2.303554847025884034e-01 6.260836118269437478e-02
5.331141075266241369e-01 1.433456766258852377e-01 2.790434439770854702e-01 4.449677187040507187e-02
5.702313275310055829e-01 1.124762400011179164e-01 2.724716628694220377e-01 4.482076959845460173e-02
6.192538896868174936e-01 1.373222264050687758e-01 1.977253110452004414e-01 4.569857286291341414e-02
5.799865748973788149e-01 1.342255034086392296e-01 2.065430314601466033e-01 7.924489023383542163e-02
5.531749840696781328e-01 1.251484424201819989e-01 2.803896995919537005e-01 4.128687391818636199e-02
5.880186221954125658e-01 1.139275933282489078e-01 2.557053780442427038e-01 4.234840643209579480e-02
5.852865175205830273e-01 1.463196716573877121e-01 2.355446407551768095e-01 3.284917006685244417e-02
5.759663329846873570e-01 1.178989151848288675e-01 2.136540344609306197e-01 9.248071736955296163e-02
5.838986257721179296e-01 1.276339765145213800e-01 2.385492909601245326e-01 4.991810675323626878e-02
6.409292598856214385e-01 1.329136277416177736e-01 1.874718068538287208e-01 3.868530551893203245e-02
6.009527392319221617e-01 9.562691639452094994e-02 2.480099658011914177e-01 5.541037857236555397e-02
5.894775614239408101e-01 1.026475220020749146e-01 2.670273230549025656e-01 4.084759351908163333e-02
5.996127051636808147e-01 1.041875346558935322e-01 2.589455434074583451e-01 3.725421677296717610e-02
6.161349900272452551e-01 8.934124644914699653e-02 2.461241295618366021e-01 4.839963396177124344e-02
